review 	10685 	1.22302390308 	13068.0104044
read 	10115 	1.2240214094 	12380.9765561
read review 	10036 	1.22511981682 	12295.3024816
phone 	6149 	1.99583167756 	12272.3689853
camera 	4693 	2.21838158089 	10410.8647591
android 	3731 	2.49755753588 	9318.38716637
htc 	3405 	2.72168231023 	9267.32826635
screen 	3729 	2.43333111765 	9073.89173772
smartphone 	3235 	2.50867473842 	8115.56277879
nokia 	2605 	3.01578087863 	7856.10918882
abstract 	3409 	2.30189221376 	7847.1505567
design 	2997 	2.60832175191 	7817.14029047
good 	2893 	2.68187823657 	7758.67373838
quality 	2805 	2.71767428884 	7623.07638019
battery 	2696 	2.70838424193 	7301.80391624
great 	2438 	2.80105589778 	6828.97427878
mobile 	2308 	2.95199114075 	6813.19555285
features 	2342 	2.83896346382 	6648.85243227
display 	2117 	2.94137355009 	6226.88780553
keyboard 	2043 	3.02904207357 	6188.3329563
4g 	1773 	3.43057076478 	6082.40196596
life 	2061 	2.91720982637 	6012.36945214
battery life 	1983 	2.95706014625 	5863.85027002
windows 	1678 	3.35549188735 	5630.51538697
iphone 	1544 	3.48746256172 	5384.6421953
device 	1658 	3.13791468253 	5202.66254363
motorola 	1489 	3.45628384347 	5146.40664293
touch 	1485 	3.44426335662 	5114.73108458
performance 	1574 	3.21452395875 	5059.66071107
video 	1469 	3.29828674999 	4845.18323574
droid 	1245 	3.87674454654 	4826.54696045
new 	1433 	3.28722818548 	4710.59798979
excellent 	1413 	3.29669944807 	4658.23632012
like 	1427 	3.25705181453 	4647.81293934
price 	1311 	3.38710494278 	4440.49457998
interface 	1260 	3.48076717564 	4385.76664131
samsung 	1159 	3.72949744743 	4322.48754157
best 	1272 	3.39494812024 	4318.37400895
3g 	1210 	3.56112769676 	4308.96451308
use 	1169 	3.45907844241 	4043.66269917
phones 	1158 	3.47791139074 	4027.42139047
sony 	1033 	3.86267961708 	3990.14804444
fast 	1108 	3.53663667675 	3918.59343784
better 	1105 	3.53361704688 	3904.6468368
processor 	1091 	3.54575066389 	3868.4139743
blackberry 	917 	4.18638454178 	3838.91462481
solid 	1070 	3.53966545241 	3787.44203408
windows phone 	971 	3.88527944899 	3772.60634497
handset 	1063 	3.54067708629 	3763.73974272
xperia 	929 	3.98747038989 	3704.35999221
os 	1000 	3.67594509295 	3675.94509295
high 	988 	3.63174526397 	3588.16432081
galaxy 	892 	4.00825451135 	3575.36302413
just 	991 	3.59047990877 	3558.16558959
offers 	951 	3.71252734321 	3530.6135034
